UK ID,UK Sanction Programme,UK Name,EU Name Match,EU ID,Multi Score,Label
14709,Russia,"{'Edmondovich', 'Tigran', 'Keosayan'}","{'Tigran', 'Keosayan', 'Keosajan', 'Edmondovich', 'Edmondovitj'}",136096,100,match
14710,Russia,"{'Skabeyeva', 'Olga', 'Vladimirovna'}","{'Skabeyeva', 'Ga', 'Skabejeva', 'Ol', 'Skabeeva', 'Vladimirovna', 'Olga'}",136100,99,match
14711,Russia,"{'Alexander', 'Ponomarenko'}","{'Anatoljevitj', 'Anatolyevich', 'Aleksandr', 'Ponomarenko', 'Alexander'}",136181,85,preliminary match
14712,Russia,"{'Kolerov', 'Modest', 'Alexeyevich'}","{'Aleksejevitj', 'Kolerov', 'Modest', 'Alexeyevich'}",136104,100,match
14713,Russia,"{'Georgievich', 'Roman', 'Babayan'}","{'Roman', 'Georgievich', 'Georgijevitj', 'Babajan', 'Babayan'}",136108,99,match
14714,Russia,"{'Prilepin', 'Lavlinskiy', 'Yevgeny', 'Nikolaevich', 'Eugene', 'Zakhar', 'Yevgeniy'}","{'Zachar', 'Prilepin', 'Jevgenij', 'Lavlinskiy', 'Nikolaevich', 'Nikolajevitj', 'Zakhar', 'Yevgeniy', 'Lavlinskij'}",136112,96,match
14715,Russia,"{'Krasovsky', 'Anton', 'Vyacheslavovich', 'Kuznetsov'}","{'Krasovsky', 'Krasovkij', 'Vjatjeslavovitj', 'Kuznetsov', 'Anton', 'Krasovskij', 'Vyacheslavovich'}",136120,99,match
14716,Russia,"{'Mamontov', 'Viktorovich', 'Arcady', 'Arkady'}","{'Arkady', 'Arkadij', 'Mamontov', 'Viktorovich', 'Viktorovic'}",136126,100,match
14717,Russia,"{'Mikhailovich', 'Sergei', 'Pinchuk'}","{'Mikhailovich', 'Pintjuk', 'Pinchuk', 'Michajlovitj', 'Sergej', 'Sergei', 'Sergey', 'Pincuk'}",136130,100,match
14718,Russia,"{'Avdeev', 'Yurevich', 'Alexey'}","{'Yurevich', 'Alexey', 'Jurjevitj', 'Aleksej', 'Avdeev'}",136134,100,match
14719,Russia,"{'Muradov', 'Rustam', 'Usmanovich'}","{'Muradov', 'Rustam', 'Usmanovitj', 'Usmanovich'}",136138,100,match
14720,Russia,"{'Ivanovich', 'Andrey', 'Sychevoy'}","{'Sytjevoj', 'Andrey', 'Ivanovitj', 'Andrej', 'Ivanovich', 'Sycevoj', 'Sychevoy'}",136142,100,match
14721,Russia,"{'Alexandrovich', 'Mordaschov', 'Alexandrovits', 'Alexey'}","{'Mordaschov', 'Alexey', 'Mordashov', 'Mordaszow', 'Aleksej', 'Alexej', 'Alexandrovits', 'Aleksandrovitj', 'Mordasjov', 'Aleksiej', 'Mordasov', 'Alexandrovich'}",136153,100,match
14723,Russia,"{'Pumpyansky', 'Alexander', 'Dmitrievich'}","{'Dmitrijevic', 'Alexandr', 'Dmitrievich', 'Pumpjanskij', 'Dmitrievic', 'Aleksandr', 'Dmitrijevitj', 'Pumpianskij', 'Pumpyansky', 'Alexander'}",136515,100,match
14724,Russia,"{'Vinokurov', 'Alexander', 'Semenovich'}","{'Vinokurov', 'Alexandr', 'Semenovich', 'Aleksandr', 'Alexander', 'Vinokourov', 'Semjonovitj'}",136525,100,match
14725,Russia,"{'Igorevich', 'Andrey', 'Melnichenko'}","{'Andrey', 'Melnichenko', 'Melnitjenko', 'Igorevic', 'Melnicenko', 'Andrej', 'Igorevich', 'Igorevitj'}",136530,100,match
14726,Russia,"{'Dmitry', 'Pumpyanskiy', 'Dmitri', 'Pumpyansky', 'Alexandrovich'}","{'Pumpiansky', 'Dmitry', 'Dmitri', 'A', 'Pumpjanskij', 'Aleksandrovitj', 'Aleksandrovic', 'Pumpianskij', 'Dmitrij', 'Pumpyansky', 'Pumpjanski', 'Alexandrovich'}",136535,100,match
14727,Russia,"{'Arkadievich', 'Dmitry', 'Mazepin'}","{'Dmitry', 'Arkadjevitj', 'Mazepin', 'Arkadievich', 'Dmitrij'}",136559,100,match
14728,Russia,"{'Galina', 'Evgenyevna', 'Pumpyanskaya'}","{'Jevgenjevna', 'Pumpjanska', 'Pumpianskaja', 'Evgenjevna', 'Pumpyanskaya', 'Pumpjanskaja', 'Evgenyevna', 'Galina', 'Pumpianska'}",136572,100,match
14729,Russia,"{'Eduardovich', 'Mikhail', 'Oseevsky'}","{'Oseevsky', 'Oseevski', 'Michail', 'Mihail', 'Mikhail', 'Oseevskii', 'Eduardovic', 'Eduardovich', 'Osejevskij', 'Eduardovitj'}",136693,100,match
14730,Russia,"{'Poluboyarinov', 'Igorevich', 'Mikhail'}","{'Poluboyarinov', 'Michail', 'Mikhail', 'Igorevic', 'Polubojarinov', 'Igorevich', 'Igorevitj'}",136726,100,match
14731,Russia,"{'Sergey', 'Kulikov', 'Alexandrovich'}","{'Aleksandrovitj', 'Sergej', 'Sergei', 'Aleksandrovic', 'Sergey', 'Kulikov', 'Alexandrovich'}",136767,100,match
14732,Russia,"{'Moshkovich', 'Vadim', 'Nikolaevich'}","{'Mosjkovitj', 'Moshkovich', 'Vadim', 'Nikolaevich', 'Nikolajevitj', 'Moskovic'}",136798,99,match
14733,Russia,"{'Kiriyenko', 'Vladimir', 'Sergeevich'}","{'Kirijenko', 'Sergejevitj', 'Vladimir', 'Kiriyenko', 'Kirienko', 'Sergeevich', 'Sergejevic'}",136820,100,match
14734,Russia,"{'Andreevich', 'Andrey', 'Guryev'}","{'Andrey', 'Gurjev', 'Andreevich', 'Andrej', 'Guryev', 'Guriev', 'Andrejevitj'}",136833,100,match
14735,Russia,"{'Konov', 'Dmitry', 'Vladimirovich'}","{'Vladimirovic', 'Konov', 'Dmitry', 'Vladimirovich', 'Vladimirovitj', 'Dmitrij', 'Dmitriy'}",136858,99,match
14736,Russia,"{'Mazepin', 'Nikita', 'Dmitrievich'}","{'Dmitry', 'Dmitrii', 'Nikolaevich', 'Kozak', 'Nikolajevitj', 'Dmitrij', 'Nikolayevich'}",7320,50,not match
14737,Russia,"{'Chemezov', 'Alexander', 'Sergeevich', 'Sergeyevich'}","{'Serhijovytj', 'Sergejevitj', 'Chodakovskij', 'Khodakovsky', 'Aleksandr', 'Oleksandr', 'Sergeevich', 'Khodakovskyi', 'Khodakovskyy', 'Khodakovskii', 'Alexander', 'Chodakovskyj', 'Serhiyovych'}",7376,85,preliminary match
14738,Russia,"{'Chemezov', 'Stanislav', 'Sergeevich', 'Sergeyevich'}","{'Sergejevitj', 'Tjemezov', 'Sergeyevich', 'Chemezov', 'Sergeevich', 'Stanislav'}",141781,100,match
14739,Russia,"{'Viktorovna', 'Nina', 'Dorokhova'}","{'Dorochovova', 'Nina', 'Viktorovna', 'Dorokhova', 'Dorochova'}",155801,99,match
14740,Russia,"{'Mikhailovna', 'Anastasiya', 'Ignatova'}","{'Ignatova', 'Anastasija', 'Anastazija', 'Anastasia', 'Ignatovova'}",138186,85,preliminary match
14741,Russia,"{'Sergeyevna', 'Sergeevna', 'Ekaterina', 'Ignatova'}","{'Jekatarina', 'Ignatova', 'Jekaterina', 'Ignatovova', 'Ekaterina'}",138181,85,preliminary match
14742,Russia,"{'Ilyashenko', 'Andrey', 'Vitalyevich'}","{'Andrej', 'Malgin', 'Andrei', 'Vitaljevitj', 'Vitalyevich'}",154341,81,preliminary match
14743,Russia,"{'Aleksandra', 'Aleksandrovna', 'Kamyshanova'}","{'Serhijovytj', 'Sergejevitj', 'Kamysjov', 'Kamyshov', 'Aleksandr', 'Oleksandr', 'Sergeevich', 'Alexander', 'Sergiiovich', 'Kamishov'}",138801,85,preliminary match
14744,Russia,"{'Kirillova', 'Sergeyevna', 'Anastasiya'}","{'Sergeevna', 'Anastasija', 'Kirillova', 'Anastasia', 'Sergejevna'}",155796,99,match
14745,Russia,"{'Puchkov', 'Andrey', 'Sergeevich', 'Andrei'}","{'Sergejevitj', 'Siargeevich', 'Bakatj', 'Bakach', 'Andrej', 'Siarheevich', 'Siarhejevitj', 'Sergeevich', 'Andrei'}",130262,85,preliminary match
14746,Russia,"{'Maksim', 'Iosifovich', 'Krans'}","{'Maxim', 'Anatolevich', 'Anatoljevitj', 'Maksim', 'Ivanov'}",134828,50,not match
14747,Russia,"{'Maksim', 'Krasovskiy', 'Borisovich'}","{'Branislavavich', 'Bronislavovich', 'Branislavavitj', 'Myslitskij', 'Myslitskiy', 'Bronislavovitj', 'Myslitski', 'Ivan'}",130157,50,not match
14748,Russia,"{'Aleksey', 'Krivoruchko', 'Yurevich'}","{'Yurievich', 'Evich', 'Iur', 'Krivoruchko', 'Aleksei'}",126015,96,match
14749,Russia,"{'Vitalyevna', 'Nezhdanova', 'Yevgeniya'}","{'Jaskelajnen', 'Viktorovitj', 'Vitalij', 'Yaskelaynen', 'Vitaly', 'Viktorovich'}",146864,50,not match
14750,Russia,"{'Ivanovich', 'Pogrebenkov', 'Valeriy'}","{'Valerjevitj', 'Valerij', 'Valer', 'Evich', 'Valerevich', 'Valeri', 'Valeryi', 'Valeryj', 'Valery', 'Ivankovitj', 'Ivankovich'}",130117,85,preliminary match
14751,Russia,"{'Pavel', 'Anatolevich', 'Popov'}","{'Pavel', 'Anatol', 'Evich', 'Anatolievich', 'Popov'}",126010,98,match
14752,Russia,"{'Pavel', 'Prigozhin', 'Evgenyevich'}","{'Evgenevich', 'Pavel', 'Prigojine', 'Jevgenjevitj', 'Prigozjin', 'Prigozhin', 'Prigozin', 'Jevgenievic'}",140934,98,match
14753,Russia,"{'Polina', 'Prigozhina', 'Evgenievna'}","{'Jevgenjevna', 'Pumpjanska', 'Pumpianskaja', 'Evgenjevna', 'Pumpyanskaya', 'Pumpjanskaja', 'Evgenyevna', 'Galina', 'Pumpianska'}",136572,50,not match
14754,Russia,"{'Gapchuk', 'Rotenberg', 'Fox', 'Karina'}","{'Gogiashvili', 'Volodymyrivna', 'Volodimirivna', 'Kateryna', 'Vladimirovna', 'Ekaterina', 'Filippova', 'Katerina'}",7559,50,not match
14755,Russia,"{'Rotenberg', 'Arkadyevna', 'Liliya'}","{'Arkadjevic', 'Igor', 'Arkadjevitj', 'Arkadyevich', 'Rotenberg'}",138176,80,preliminary match
14756,Russia,"{'Arkedyevich', 'Rotenberg', 'Pavel'}","{'Arkadjevic', 'Igor', 'Arkadjevitj', 'Arkadyevich', 'Rotenberg'}",138176,85,preliminary match
14757,Russia,"{'Rotenberg', 'Roman', 'Borisovich'}","{'Roman', 'Georgievich', 'Georgijevitj', 'Babajan', 'Babayan'}",136108,50,not match
14758,Russia,"{'Solovyov', 'Alekseyevich', 'Yuri', 'Soloviev'}","{'Alekseevich', 'Anatolii', 'Anatoliy', 'Sidorov'}",7300,50,not match
14760,Russia,"{'Zhenya', 'Igorovich', 'Yevgeny', 'Shuvalov', 'Igorevich', 'Evgeny'}","{'Ievgen', 'Yevhen', 'Eduardovych', 'Mikhailov', 'Mikhaylov', 'Eduardovich', 'Mychaylov', 'Yevgeniy', 'Evgenii'}",7527,73,not match
14761,Russia,"{'Shuvalova', 'Maria', 'Igorevna'}","{'Alfonzo', 'Maira', 'Indira', 'Izaguirre'}",127538,50,not match
14762,Russia,"{'Viktorovna', 'Shuvalova', 'Olga'}","{'Viktor', 'Sheiman', 'Vladimirovich', 'Sheyman', 'Uladzimiravich', 'Viktar', 'Sjejman', 'Uladzimiravitj', 'Vladimirovitj'}",3411,50,not match
14763,Russia,"{'Tatarchenko', 'Denis', 'Sergeyevich'}","{'Kolesnikov', 'Sergejevitj', 'Sergeevich', 'Denis'}",138930,85,preliminary match
14764,Russia,"{'Tokareva', 'Alekseevna', 'Galina'}","{'Galkin', 'Viktorovich', 'Aleksandr'}",7301,50,not match
14765,Russia,"{'Bolotova', 'Maiya', 'Tokareva', 'Mayya', 'Nikolaevna'}","{'Bolotova', 'Maja', 'Maija', 'Bolotovova', 'Tokarevova', 'Majja', 'Maiya', 'Tokareva', 'Nikolajevna', 'Mayya', 'Nikolaevna', 'Maya'}",142653,99,match
14766,Russia,"{'Valerievich', 'Dmitry', 'Utkin'}","{'Dmitry', 'Vladimirovich', 'Dzmitryi', 'Balaba', 'Uladzimiravich', 'Uladzimiravitj', 'Vladimirovitj', 'Dmitrij', 'Dzmitry', 'Dzmitryj'}",125287,50,not match
14767,Russia,"{'Vasilyevich', 'Viktor', 'Zolotov'}","{'Viktor', 'Vasiljevic', 'Vasilyevich', 'Vasilievich', 'Vasiljevitj', 'Zolotov'}",127743,100,match
14771,Russia,"{'Yuriy', 'Sadovenko', 'Eduardovich'}","{'Sadovenko', 'Eduardovich', 'Yuriy', 'Eduardovitj', 'Jurij'}",144445,99,match
14773,Russia,"{'Alexander', 'Dmitryevich', 'Beglov'}","{'Alexandr', 'Aljaksandr', 'Aliaksandr', 'Dzmitryjevitj', 'Dmitrievich', 'Agafonov', 'Aleksandr', 'Dmitrijevitj', 'Dzmitryevich', 'Agafonau', 'Alexander', 'Ahafonau'}",130362,85,preliminary match
14774,Russia,"{'Yury', 'Yakovlevich', 'Chaika'}","{'Chayka', 'Yury', 'Tjajka', 'Jakovlevitj', 'Yakovlevich', 'Yuri', 'Chaika', 'Jurij'}",142688,99,match
14775,Russia,"{'Sergei', 'Semyonovich', 'Sobyanin'}","{'Sobyanin', 'Semyonovich', 'Sobianin', 'Semionovich', 'Sergej', 'Sergei', 'Sobjanin', 'Sergey', 'Semjonovitj'}",141903,100,match
14776,Russia,"{'Bulavin', 'Vladimir', 'Ivanovich'}","{'Ivanovich', 'Vladimir', 'Ivanovitj', 'Bulavin'}",149613,100,match
14777,Russia,"{'Nikolayevich', 'Dmitry', 'Patrushev'}","{'Dmitry', 'Dmitrii', 'Nikolaevich', 'Kozak', 'Nikolajevitj', 'Dmitrij', 'Nikolayevich'}",7320,85,preliminary match
14778,Russia,"{'Ernst', 'Konstantin', 'Lvovich'}","{'Ernst', 'Konstantin', 'Lvovitj', 'Lvovich'}",137693,99,match
14780,Russia,"{'Pavlovich', 'Aleksander', 'Lapin'}","{'Lapin', 'Pavlovich', 'Pavlovitj', 'Aleksandr'}",154384,98,match
14781,Russia,"{'Alexandrovich', 'Alexander', 'Zhuravlyov'}","{'Zjuravljov', 'Aleksej', 'Aleksandrovitj', 'Aleksandrovich', 'Zhuravly', 'Aleksei'}",134135,85,preliminary match
14782,Russia,"{'Andrei', 'Sergeyevich', 'Ivanayev'}","{'Sergejevitj', 'Andrey', 'Sergeyevich', 'Ivanayev', 'Andrej', 'Sergeevich', 'Sergejevic', 'Andrei', 'Ivanaev', 'Ivanajev'}",154401,100,match
14783,Russia,"{'Sergey', 'Aleksandrovich', 'Kisel'}","{'Aljaksandravitj', 'Vareiko', 'Siarhei', 'Aliaksandravich', 'Varejko', 'Aleksandrovitj', 'Sergej', 'Vareika', 'Sergey', 'Aleksandrovich', 'Varejka', 'Siargei', 'Siarhej'}",130089,85,preliminary match
14784,Russia,"{'Sergey', 'Ryzhkov', 'Borisovich'}","{'Ryzjkov', 'Borissovich', 'Borisovich', 'Sergej', 'Ryzhkov', 'Sergey', 'Borisovitj'}",144455,100,match
14785,Russia,"{'Aleksey', 'Vladimirovich', 'Zavizon'}","{'Aleksey', 'Shatokhin', 'Vladimirovich', 'Aleksei'}",119650,85,preliminary match
14787,Russia,"{'Tsalikov', 'Khadzhismelovich', 'Ruslan'}","{'Tsalikov', 'Khadzhismelovich', 'Ruslan', 'Chadzjismelovitj'}",144413,100,match
14788,Russia,"{'Gennady', 'Valeryevich', 'Zhidko'}","{'Valerij', 'Vasilevich', 'Gerasimov', 'Valery', 'Vasiljevitj'}",7328,50,not match
14789,Russia,"{'Bamatgirevich', 'Yunus', 'Bek', 'Evkurov'}","{'Bek', 'Jevkurov', 'Yunus', 'Junus', 'Bamatgireevich', 'Evkurov', 'Bamatgirejevitj'}",144408,97,match
14790,Russia,"{'Timur', 'Ivanov', 'Vadimovich'}","{'Ivanov', 'Vadimovich', 'Vadimovitj', 'Timur'}",144450,99,match
14791,Russia,"{'Alexander', 'Vasilyevich', 'Fomin'}","{'Sjubin', 'Alexandr', 'Aleksandr', 'Vasilievich', 'Shubin', 'Vasiljevitj'}",7556,85,preliminary match
14792,Russia,"{'Viktorovna', 'Shevtsova', 'Tatiana'}","{'Tatyana', 'Sevcovova', 'Tatiana', 'Tatjana', 'Viktorovna', 'Sevcova', 'Shevtsova', 'Sjevtsova'}",154391,100,match
14793,Russia,"{'Igor', 'Krasnov', 'Viktorovich'}","{'Igor', 'Viktorovitj', 'Krasnov', 'Viktorovich'}",127738,99,match
14794,Russia,"{'Ustinov', 'Vladimir', 'Vasilyevich'}","{'Viktor', 'Sheiman', 'Vladimirovich', 'Sheyman', 'Uladzimiravich', 'Viktar', 'Sjejman', 'Uladzimiravitj', 'Vladimirovitj'}",3411,50,not match
14795,Russia,"{'Yuriy', 'Anatolyevich', 'Prokofyev'}","{'Pavel', 'Anatol', 'Evich', 'Anatolievich', 'Popov'}",126010,50,not match
14796,Russia,"{'Yuriy', 'Nikolaevich', 'Andresov', 'Yuri'}","{'Afanasevsky', 'Nikolaevich', 'Nikolajevitj', 'Afanasjevskij', 'Yuriy', 'Jurij'}",138415,85,preliminary match
14797,Russia,"{'Valentinovich', 'Belous', 'German'}","{'Belousov', 'Vadim', 'Vladimirovich', 'Vladimirovitj'}",134163,50,not match
14798,Russia,"{'Konstantinovna', 'Olga', 'Dergunova'}","{'Kiselyov', 'Dmitry', 'Dmitrii', 'Konstantinovich', 'Kiselev', 'Kiseliov'}",7306,50,not match
14799,Russia,"{'Natalia', 'Germanova', 'Dirks', 'Natalya'}","{'Kulikovskich', 'Germanovna', 'Kulikovskih', 'Nina'}",136879,50,not match
14800,Russia,"{'Kniaginin', 'Knyaginin', 'Nikolaeyevich', 'Vladimir', 'Nikolayevich'}","{'Pligin', 'Vladimir', 'Nikolajevitj', 'Nikolaevich'}",7337,85,preliminary match
14801,Russia,"{'Maxim', 'Dmitrievich', 'Kondratenko'}","{'Kiselyov', 'Dmitry', 'Dmitrii', 'Konstantinovich', 'Kiselev', 'Kiseliov'}",7306,50,not match
14802,Russia,"{'Yurievich', 'Boris', 'Kovalchuk'}","{'Yurievich', 'Jurievic', 'Boris', 'Kovalchuk', 'Jurjevic', 'Kovalcuk'}",146902,99,match
14803,Russia,"{'Valentinovna', 'Kovalchuk', 'Kira'}","{'Valentinovic', 'Valentinovitj', 'Valentinovich', 'Kovalchuk', 'Kovaltjuk', 'Yuriy', 'Kovalcuk', 'Jurij'}",7437,83,preliminary match
14804,Russia,"{'Mikhailovich', 'Kovalchuk', 'Kirill'}","{'Mikhailovich', 'Kovalchuk', 'Kirill'}",146907,100,match
14805,Russia,"{'Kovalchuk', 'Stepan', 'Kirillovich'}","{'Kovalchuk', 'Stepan', 'Kovalcuk', 'Kirillovich'}",146912,100,match
14806,Russia,"{'Kovalchuk', 'Aleksandrovna', 'Tatyana'}","{'Aleksandrovna', 'Alexandrovna', 'Tatyana', 'Kovalchuk', 'Tatiana'}",146917,100,match
14807,Russia,"{'Kulik', 'Vadim', 'Valerievich'}","{'Vadim', 'Valentinovitj', 'Valentinovich', 'Kumin'}",133891,78,preliminary match
14808,Russia,"{'Valerii', 'Vasilyevich', 'Lukyanenko', 'Valery'}","{'Liliia', 'Liliya', 'Semasjko', 'Lukasjenka', 'Lilija', 'Valer', 'Euna', 'Lukashenko', 'Valerjevna', 'Valerjeuna', 'Lukasjenko', 'Lukashenka', 'Semashko', 'Siamasjka', 'Siamashka', 'Valereuna', 'Valerevna'}",130110,76,preliminary match
14809,Russia,"{'Aleksandrovna', 'Navka', 'Tatiana'}","{'Aleksandrovna', 'Navka', 'Tatiana'}",140525,99,match
14810,Russia,"{'Erkin', 'Norov', 'Rakhmatovich'}",,,0,not match
14811,Russia,"{'Ostrovsky', 'Yevgenievich', 'Ostrovskiy', 'Evgenievich', 'Svyatoslav'}","{'Oleg', 'Belaventsev', 'Jevgenjevitj', 'Evich', 'Yevgenyvich', 'Evgen'}",7321,50,not match
14812,Russia,"{'Yuryevich', 'Yurievich', 'Pechatnikov', 'Anatoly', 'Anatolii'}","{'Andrey', 'Yurevich', 'Andrij', 'Pintjuk', 'Pinchuk', 'Andrej', 'Jurevitj', 'Andriy', 'Yuriyovych', 'Jurijovytj'}",7453,50,not match
14813,Russia,"{'Nikolay', 'Peskov', 'Dmitrievich'}","{'Dmitrievich', 'Choles', 'Dmitrijevitj', 'Nikolay', 'Peskov', 'Choulz', 'Nikolaj'}",141338,100,match
14814,Russia,"{'Elizaveta', 'Dmitriyevna', 'Peskova'}","{'Dmitrijevna', 'Dmitrievna', 'Peskova', 'Elizaveta', 'Jelizaveta'}",140509,100,match
14815,Russia,"{'Vasilyevich', 'Pianov', 'Dmitrii', 'Pyanov'}","{'Pankov', 'Vasilevich', 'Nikolay', 'Vasiljevitj', 'Nikolaj'}",135112,81,preliminary match
14816,Russia,"{'Yurievich', 'Sapelin', 'Andrey'}","{'Yurevich', 'Andrey', 'Bushev'}",146753,85,preliminary match
14817,Russia,"{'Dmitri', 'Vavulin', 'Nikolaevich'}","{'Dmitry', 'Dmitrii', 'Nikolaevich', 'Kozak', 'Nikolajevitj', 'Dmitrij', 'Nikolayevich'}",7320,85,preliminary match
14818,Russia,"{'Vekselberg', 'Feliksovich', 'Viktor'}","{'Viktor', 'Feodosyevich', 'Novozjilov', 'Novozhilov', 'Feodosievitj'}",137007,50,not match
14819,Russia,"{'Vladimir', 'Poletayev', 'Vladimirovich'}","{'Vladimirovich', 'Vladimir', 'Vladimirovitj', 'Poletajev', 'Poletayev'}",137151,85,preliminary match
14820,Russia,"{'Gumerova', 'Liliya', 'Salavatovna'}","{'Lilija', 'Gumerova', 'Lilia', 'Salavatovna'}",136597,97,match
14821,Russia,"{'Nagovitsyn', 'Vyacheslav', 'Vladimirovich'}","{'Vladimirovich', 'Nagovitsyn', 'Vladimirovitj', 'Vjatjeslav', 'Vyacheslav'}",137023,100,match
14822,Russia,"{'Geremeyev', 'Suleiman', 'Sadulayevich'}","{'Geremejev', 'Sadulajevitj', 'Suleiman', 'Geremeyev', 'Sadulayevich', 'Sulejman'}",136605,100,match
14823,Russia,"{'Vasilyevich', 'Fyodorov', 'Nikolay'}","{'Nikolai', 'Fjodorov', 'Vasilyevich', 'Vasiljevitj', 'Fyodorov', 'Nikolaj'}",136585,96,match
14824,Russia,"{'Oybertovich', 'Barakhoyev', 'Mukharbek'}","{'Ojbertovitj', 'Barachojev', 'Oybertovich', 'Micharbek', 'Barakhoyev', 'Mukharbek'}",137079,100,match
14825,Russia,"{'Aleksey', 'Orlov', 'Maratovich'}","{'Alexei', 'Aleksej', 'Maratovitj', 'Orlov', 'Maratovich'}",137083,95,match
14826,Russia,"{'Krym', 'Kazanokov', 'Olievich'}","{'Krym', 'Olijevitj', 'Kazanokov', 'Olievich'}",136714,99,match
14827,Russia,"{'Aleksandr', 'Rakitin', 'Vasilievich'}","{'Vasilyevich', 'Rakitin', 'Aleksandr', 'Alexander', 'Vasiljevitj'}",137159,99,match
14828,Russia,"{'Valery', 'Usatyuk', 'Petrovich'}","{'Valerij', 'Usatiuk', 'Petrovitj', 'Usatyuk', 'Petrovich', 'Valery'}",136812,100,match
14829,Russia,"{'Olga', 'Nikolaevna', 'Epifanova'}","{'Nikolayevna', 'Nikolajevna', 'Epifanova', 'Olga', 'Jepifanova'}",137191,99,match
14830,Russia,"{'Iosifovich', 'Konstantin', 'Kosachev'}","{'Konstantin', 'Iosifovitj', 'Kosatjev', 'Iosifovich', 'Kosachev'}",136804,100,match
14831,Russia,"{'Ivanovich', 'Sergei', 'Kislyak'}","{'Ivanovitj', 'Kislyak', 'Sergej', 'Ivanovich', 'Sergei', 'Kisljak'}",136899,100,match
14832,Russia,"{'Mamsurov', 'Taimuraz', 'Dzhambekovich'}","{'Dzambekovich', 'Dzambekovitj', 'Mamsurov', 'Tajmuraz', 'Taimuraz', 'Dzhambekovich'}",136987,100,match
14833,Russia,"{'Rinatovich', 'Safin', 'Lenar'}","{'Rinatovitj', 'Lenar', 'Safin', 'Rinatovich'}",136862,98,match
14834,Russia,"{'Lyubov', 'Nikolayevna', 'Glebova'}","{'Liubov', 'Nikolayevna', 'Ljubov', 'Nikolajevna', 'Lyubov', 'Glebova', 'Nikolaevna'}",136629,100,match
14835,Russia,"{'Borisov', 'Yegor', 'Fanasyevich'}","{'Sergey', 'Fateyevich', 'Brilka'}",146377,50,not match
14836,Russia,"{'Karlin', 'Alexander', 'Bogdanovich'}","{'Bogdanovich', 'Karlin', 'Aleksandr', 'Bogdanovitj', 'Alexander'}",136677,100,match
14837,Russia,"{'Boris', 'Nevzorov', 'Alexandrovich'}","{'Aleksandrovitj', 'Boris', 'Nevzorov', 'Alexandrovich'}",137003,99,match
14838,Russia,"{'Andrey', 'Bazilevsky', 'Alexandrovich'}","{'Andrey', 'Bazilevsky', 'Andrej', 'Aleksandrovitj', 'Bazilevskij', 'Alexandrovich'}",137075,100,match
14839,Russia,"{'Nikolayevich', 'Aleksey', 'Kondratenko'}","{'Aleksey', 'Aleksej', 'Nikolajevitj', 'Nikolayevich', 'Kondratenko'}",136669,100,match
14840,Russia,"{'Andrei', 'Akardyevich', 'Klimov'}","{'Andrey', 'Arkardjevitj', 'Andrej', 'Klimov', 'Akardyevich'}",136681,92,match
14841,Russia,"{'Petrovna', 'Goryacheva', 'Svetlana'}","{'Petrovna', 'Gorjatjeva', 'Goryacheva', 'Svetlana'}",136637,100,match
14842,Russia,"{'Afanasov', 'Mikhail', 'Alexandrovich'}","{'Afanasov', 'Michail', 'Mikhail', 'Aleksandrovitj', 'Alexandrovich'}",137035,100,match
14843,Russia,"{'Zhamsuyev', 'Bayaskhalanovich', 'Bair'}","{'Zhamsuev', 'Zjamsujev', 'Zhamsuyev', 'Bajaschalanovitj', 'Baiaskhalanovich', 'Bayaskhalanovich', 'Bair'}",136609,99,match
14844,Russia,"{'Nikolayevich', 'Ivan', 'Abramov'}","{'Nikolayevich', 'Nikolajevitj', 'Ivan', 'Abramov'}",136963,99,match
14845,Russia,"{'Davidovich', 'Aleksandr', 'Bashkin'}","{'Basjkin', 'Davydovitj', 'Davidovich', 'Aleksandr', 'Bashkin', 'Alexander'}",137063,100,match
14846,Russia,"{'Vadim', 'Yevgenyevich', 'Dengin'}","{'Jevgenjevitj', 'Yevgenyevich', 'Vadim', 'Dengin'}",137179,99,match
14847,Russia,"{'Pavlova', 'Nikolayevna', 'Margarita'}","{'Pavlova', 'Nikolajevna', 'Nikolayevna', 'Margarita'}",137115,100,match
14848,Russia,"{'Chernyshyov', 'Andrey', 'Vladimirovich'}","{'Andrey', 'Vladimirovich', 'Chernyshev', 'Vladimirovitj', 'Andrej', 'Tjernysjov'}",137171,97,match
14849,Russia,"{'Nikolayevich', 'Valery', 'Vasilyev'}","{'Valerij', 'Nikolajevitj', 'Vasilyev', 'Nikolayevich', 'Valery', 'Vasiljev'}",136731,100,match
14850,Russia,"{'Oleg', 'Polikarpovich', 'Tkach'}","{'Oleg', 'Tkach', 'Tkatj', 'Polikarpovitj', 'Tkac', 'Polikarpovich'}",136846,98,match
14851,Russia,"{'Artamonov', 'Anatoly', 'Dmitrievich'}","{'Anatolij', 'Dmitrievich', 'Anatoly', 'Dmitrijevitj', 'Artamonov'}",137027,100,match
14852,Russia,"{'Vladimirovich', 'Sinitsyn', 'Aleksei'}","{'Alexei', 'Vladimirovich', 'Sinitsyn', 'Aleksej', 'Vladimirovitj'}",137031,96,match
14853,Russia,"{'Nikolayevich', 'Viktor', 'Bondarev'}","{'Nikolayevich', 'Nikolajevitj', 'Bondarev', 'Viktor'}",137107,100,match
