UK ID,UK Sanction Programme,UK Name,EU Name Match,EU ID,Multi Score,Label
12723,Syria,"{'Misri', 'Al', 'Bassam'}","{'Al', 'Bsm', 'Lmsry', 'Misri', 'Bassam'}",7086,96,match
12725,Syria,"{'Salem', 'Kassouha', 'Michel', 'Ahmed', 'Kasouha', 'Hassan'}","{'Sheikh', 'Ahmed', 'Abu', 'Yasir', 'Sejk', 'Mahmoud', 'Hassan', 'Yaseer', 'Qasim'}",152704,83,preliminary match
12726,Syria,"{'Ismail', 'Ismael', 'Jaoudat', 'Ghassan'}","{'Jaoudat', 'Ismail', 'Jwdt', 'Gsn', 'Ismael', 'Smyl', 'Ghassan'}",7089,100,match
12729,Syria,"{'Essam', 'Hallaq', 'Barber', 'Issam', 'Halaq', 'Hallak'}","{'Bayat', 'Isa'}",146470,4,not match
12730,Syria,"{'Ismael', 'Hamra', 'Ezzedine', 'Ismail'}","{'Esmaili', 'Hossein', 'Gholam'}",6236,50,not match
12731,Syria,"{'Jum', 'Sami', 'Samir', 'Sameer', 'Joumaa', 'Jumaa', 'A', 'Abou', 'Joum'}","{'Jum', 'Sami', 'Samir', 'Sameer', 'Smyr', 'Joumaa', 'Jumaa', 'A', 'Jm', 'Abou', 'Joum'}",7094,96,match
12735,Somalia,"{'Aboud', 'Sheikh', 'Mohammad', 'Seif', 'Mohammed', 'Rogo', 'Muhammad', 'Mohamed'}","{'Aboud', 'Sheikh', 'Mohammad', 'Seif', 'Mohammed', 'Rogo', 'Muhammad', 'Mohamed'}",7165,98,match
12737,Somalia,"{'Abubakar', 'Sheikh', 'Ahmed', 'Shariff', 'Abu', 'Makaburi', 'Abubaker'}","{'Abubakar', 'Sheikh', 'Ahmed', 'Shariff', 'Abu', 'Makaburi', 'Abubaker'}",7166,98,match
12760,Syria,"{'Jamil', 'Kadri', 'Jameel', 'Qadri'}","{'Jmyl', 'Kadri', 'Jameel', 'Jamil', 'Qdry', 'Qadri'}",7126,98,match
12765,Syria,"{'Sayed', 'Al', 'Sayyed', 'Mohammad', 'Sattar', 'Mohammed', 'Abdul'}","{'Ahmad', 'Muhammed', 'Abdel', 'Ahmed', 'Al', 'Tikriti', 'Sattar', 'Mohammed', 'Ibrahim', 'Abd'}",58,86,preliminary match
12767,Syria,"{'Hala', 'Al', 'Mohammad', 'Mohammed', 'Nasser', 'Muhammad', 'Mohamed'}","{'Mohamed', 'Hala', 'Lnsr', 'Al', 'Mohammad', 'Mhmd', 'Mohammed', 'Nasser', 'Muhammad', 'Hl'}",7130,97,match
12769,Syria,"{'Bassam', 'Hanna'}","{'Hanna', 'Bsm', 'Bassam', 'Hn'}",7131,85,preliminary match
12770,Syria,"{'Ahmad', 'Abdullah', 'Al', 'Abdallah', 'Subhi'}","{'Ahmad', 'Abdullah', 'Lbdllh', 'Al', 'Abdallah', 'Subhi', 'Hmd', 'Sbhy'}",7132,96,match
12772,Syria,"{'Wez', 'Wazz', 'Al', 'Hazwan'}","{'Al', 'Lwz', 'Hzwn', 'Wez', 'Hazwan', 'Wazz'}",7134,94,match
12774,Syria,"{'Sa', 'Id', 'Eed', 'Mahmoud', 'Ibraheem', 'Said', 'Saiid', 'Saeed'}","{'Sa', 'Brhym', 'Iid', 'Syd', 'Mahmoud', 'Mhmwd', 'Ibraheem', 'Ibrahim', 'Said', 'Eed', 'Saeed'}",7136,94,match
12775,Syria,"{'Safwan', 'Al', 'Assaf'}","{'Safwan', 'Al', 'Sfwn', 'Lsf', 'Assaf'}",7137,96,match
12776,Syria,"{'Yaser', 'Sibai', 'Sibaei', 'Al', 'Siba', 'I', 'Yasser', 'Ii'}","{'Yaser', 'Sibai', 'Al', 'Sibaei', 'Lsby', 'Ysr', 'Siba', 'I', 'Yasser', 'Ii'}",7138,93,match
12778,Syria,"{'Mshaweh', 'Mshawwehy', 'Mushawweh', 'Lubanah', 'Lubana', 'Mushaweh'}","{'Mshaweh', 'Lubana', 'Mushawweh', 'Lubanah', 'Lbn', 'Mshawweh', 'Mushaweh', 'Mshwh'}",7140,85,preliminary match
12779,Syria,"{'Zakaria', 'Jasem', 'Mohammad', 'Mohammed', 'Jassem', 'Muhammad', 'Mohamed'}","{'Zakaria', 'Mohamed', 'Mohammad', 'Mohammed', 'Jassem', 'Muhammad', 'Jasem'}",7141,99,match
12781,Syria,"{'Abdo', 'Sukhny', 'Sekhni', 'Sekhny', 'Al', 'Abdou', 'Sikhny', 'Adnan', 'Sikhni'}","{'Abu', 'Al', 'Hussein', 'Tikriti', 'Ali', 'Abou', 'Saddam'}",13,74,preliminary match
12782,Syria,"{'Ahmad', 'Ahmed', 'Najm', 'Hamad', 'Al', 'Nejm'}","{'Ahmad', 'Njm', 'Ahmed', 'Najm', 'Hamad', 'Al', 'L', 'Hmd', 'Nejm'}",7144,95,match
12783,Syria,"{'Nayef', 'Sa', 'Abdel', 'Salam', 'Al', 'Abdul', 'Ad'}","{'Lnyf', 'Nayef', 'Salam', 'Al', 'Bd', 'Lslm', 'Abdul'}",7145,86,preliminary match
12784,Syria,"{'Heydar', 'Haidar', 'Heidar', 'Haydar', 'Ali'}","{'Haidar', 'Ali', 'Hadar'}",7146,85,preliminary match
12785,Syria,"{'Sarkees', 'Nazeera', 'Sarkis', 'Nadheera', 'Nazira', 'Nadhira', 'Farah', 'Nadira'}","{'Nazeera', 'Sarkees', 'Nzyr', 'Srkys', 'Sarkis', 'Frh', 'Nadheera', 'Nazira', 'Nadhira', 'Farah'}",7147,99,match
12788,Syria,"{'Hussain', 'Abdullah', 'Khalil', 'Khaleel', 'Hussein', 'Abdallah'}","{'Hussain', 'Abdullah', 'Khalil', 'Bdllh', 'Khlyl', 'Hussein', 'Abdallah', 'Khaleel', 'Hsyn'}",7150,100,match
12789,Syria,"{'Ban', 'Jamal', 'Sha', 'Shaaban', 'Shaheen'}","{'Ban', 'Jamal', 'Jml', 'Shbn', 'Shhyn', 'Sha', 'Shaaban', 'Shaheen'}",7151,95,match
12791,Syria,"{'Othman', 'Razan'}","{'Othman', 'Rzn', 'Razan', 'Thmn'}",7153,85,preliminary match
12808,ISIL (Da'esh) and Al-Qaida,"{'Qari', 'Bashir', 'Ayyub', 'Ayub', 'Muhammad', 'Bashar'}","{'Alhaj', 'Qari', 'Bashir', 'Ayyub', 'Ayub', 'Muhammad', 'Bashar'}",7167,98,match
12809,ISIL (Da'esh) and Al-Qaida,"{'Chaudhry', 'Chaudary', 'Amir', 'Ali', 'Aamir', 'Huzaifa', 'Chaudry', 'Choudry'}","{'Chwhdry', 'Chaudhry', 'Mr', 'Chaudary', 'Amir', 'Ali', 'Choudry', 'Huzaifa', 'Chaudry', 'Aamir', 'Ly'}",7168,97,match
12810,Afghanistan,"{'Abdul', 'Zakir', 'Rauf'}","{'Abdul', 'Qari', 'Rauf', 'Zakir'}",7172,96,match
12812,Democratic Republic of the Congo,"{'Sultani', 'Emmanuel', 'Makenga'}","{'Sultani', 'Emmanuel', 'Colonel', 'Makenga'}",7175,100,match
12813,Afghanistan,"{'Khudai', 'Rahim', 'Salam', 'Wali', 'Mohammed', 'Abdul', 'Muhammad', 'Qasim', 'Mir'}","{'Khudai', 'Rahim', 'Salam', 'Wali', 'Mohammed', 'Abdul', 'Muhammad', 'Qasim', 'Mir'}",7178,96,match
12828,Democratic Republic of the Congo,"{'Baudoin', 'Wa', 'Myamuro', 'Ngaruye'}","{'Ngaruye', 'Colonel', 'Myamuro', 'Baudoin', 'Wa'}",7177,98,match
12830,Democratic Republic of the Congo,"{'India', 'Queen', 'Kaina', 'Innocent'}","{'Innocent', 'India', 'Queen', 'Colonel', 'Kaina'}",7176,97,match
12838,Democratic Republic of the Congo,"{'Badege', 'Eric'}","{'Badege', 'Eric'}",7200,85,preliminary match
12839,Democratic Republic of the Congo,"{'Marie', 'Lugerero', 'Runiga', 'Jean', 'Rugerero'}","{'Marie', 'Lugerero', 'Runiga', 'Jean', 'Rugerero'}",7201,98,match
12842,ISIL (Da'esh) and Al-Qaida,"{'Elhoummam', 'Akkacha', 'Djamel', 'Yahia', 'Hammam', 'Abou', 'El'}","{'Akkacha', 'Jml', 'Djamel', 'Yahia', 'Hammam', 'Abou', 'Hoummam', 'Ksh', 'El'}",7204,94,match
12843,Democratic People's Republic of Korea,"{'Pak', 'Chang', 'Paek', 'Ch', 'Ho', 'Ang'}","{'Pak', 'Chang', 'Paek', 'Ch', 'Ho', 'Ang'}",7205,91,match
12844,Democratic People's Republic of Korea,"{'Jang', 'Chin', 'Chang', 'Myong', 'Jin'}","{'Jang', 'Chin', 'Chang', 'Myong', 'Jin'}",7206,95,match
12845,Democratic People's Republic of Korea,"{'Kyung', 'Su', 'Kyong', 'Ra', 'Myo', 'Chang', 'Myong', 'Ong', 'Ng', 'Ky', 'Ho'}","{'Kyung', 'Su', 'Kyong', 'Ra', 'Myo', 'Chang', 'Ong', 'Myong', 'Ng', 'Ky', 'Ho'}",7207,92,match
12846,Democratic People's Republic of Korea,"{'Kim', 'Il', 'Kwang'}","{'Kim', 'Il', 'Kwang'}",7208,92,match
12849,Iran,"{'Ashraf', 'Rashidi', 'Ali', 'Rostami', 'Aghdam'}","{'Ashraf', 'Ali', 'Rashidi', 'Aghdam'}",7221,93,match
12850,Iran,"{'Kiasati', 'Morteza'}","{'Kiasati', 'Morteza'}",7222,85,preliminary match
12851,Iran,"{'Mohammad', 'Bagher', 'Seyed', 'Moussavi'}","{'Baqir', 'Moussavi', 'Mousavi', 'Sayed', 'Mohammad', 'Bagher', 'Mohammed', 'Seyed'}",7223,99,match
12852,Iran,"{'Haj', 'Mohammad', 'Sarafraz', 'Agha'}","{'Azim', 'Agha', 'Sayed', 'Mohammad', 'Saheb'}",515,85,preliminary match
12853,Iran,"{'Assadollah', 'Asadollah', 'Jafari'}","{'Asadollah', 'Jafari'}",7225,85,preliminary match
12854,Iran,"{'Hamid', 'Hamidreza', 'Reza', 'Emadi'}","{'Hamid', 'Hamidreza', 'Reza', 'Emadi'}",7226,97,match
12855,Iran,"{'Hamlbar', 'Rahim'}","{'Hamlbar', 'Rahim'}",7227,85,preliminary match
12856,Iran,"{'Seyyed', 'Musavi', 'Tabar', 'Reza'}","{'Tabar', 'Musavi', 'Seyyed', 'Reza'}",7228,98,match
12859,ISIL (Da'esh) and Al-Qaida,"{'Qumqum', 'Hamad', 'Kheirou', 'Khairy', 'Lemine', 'Abou', 'El', 'Hamada', 'Ould', 'Mohamed'}","{'Qumqum', 'Mohamed', 'Hamad', 'Kheirou', 'Khairy', 'Abou', 'El', 'Hamada', 'Ould', 'Lemine'}",7220,98,match
12860,ISIL (Da'esh) and Al-Qaida,"{'Ahmad', 'Ahmed', 'Tilemsi', 'Sidahmed', 'Abderrahmane', 'El', 'Amar', 'Ould', 'Loukbeiti'}","{'Ahmad', 'Wld', 'Lrhmn', 'Ahmed', 'Lmr', 'El', 'Tilemsi', 'Sidahmed', 'Bd', 'Abderrahmane', 'Amar', 'Ould', 'Loukbeiti'}",7218,97,match
12862,ISIL (Da'esh) and Al-Qaida,"{'Sidi', 'Iyad', 'Ghali', 'Ag', 'Arhali', 'Mohamed'}","{'Yd', 'G', 'Sidi', 'Iyad', 'Gly', 'Ghali', 'Ag', 'Arhali', 'Mohamed'}",7219,96,match
12863,Afghanistan,"{'Ahmed', 'Noorzai', 'Mullah', 'Mohammed', 'Obaidullah', 'Shah'}","{'Ahmad', 'Maulawi', 'Ahmed', 'Noorzai', 'Mullah', 'Mohammed', 'Obaidullah', 'Shah', 'Haji'}",7231,99,match
12865,Iran,"{'Khorramabadi', 'Abdolsamad', 'Khoramabadi'}","{'Khoramabadi', 'Abdolsamad'}",7229,85,preliminary match
12867,Afghanistan,"{'Achekzai', 'Adam', 'Khan'}","{'Achekzai', 'Adam', 'Khan', 'Maulavi'}",7237,98,match
12868,Democratic People's Republic of Korea,"{'N', 'Nam', 'Cho', 'Ng', 'Yo'}","{'N', 'Nam', 'Cho', 'Ng', 'Yo'}",7233,90,match
12869,Democratic People's Republic of Korea,"{'O', 'Chae', 'Ko', 'Ch', 'L'}","{'O', 'Chae', 'Ko', 'Ch', 'L'}",7234,91,match
12870,Democratic People's Republic of Korea,"{'L', 'O', 'Mun', 'Ch', 'Cho', 'Chol', 'Ng', 'Chong'}","{'O', 'Mun', 'Ch', 'Cho', 'Ng', 'L', 'Chol', 'Chong'}",7235,92,match
12872,Counter-Terrorism (Domestic),"{'Abbas', 'Del', 'Hamawi', 'Khaled', 'Naeem', 'Abo', 'Hares', 'Abu', 'Hamwi', 'Alhareth', 'Mohammed', 'Adam', 'Fawaz', 'Toro', 'Hareth'}","{'Khaled', 'Haled', 'Natsri', 'Mohammed', 'Nasri'}",118998,79,preliminary match
12883,ISIL (Da'esh) and Al-Qaida,"{'Ashraf', 'Golani', 'Fatih', 'Amjad', 'Abu', 'Al', 'Hussein', 'Ali', 'Naimi', 'Mohammed', 'Julani', 'Muzaffar', 'Jawlani', 'Shaykh', 'Muhammad', 'Mohamed', 'Aljawlani'}","{'Fatih', 'Al', 'Aljawlani', 'Ashraf', 'Shykh', 'Muzaffar', 'Shaykh', 'Golani', 'Abu', 'Bw', 'Jawlani', 'Mohamed', 'Mhmd', 'Amjad', 'Ljwlny', 'Hussein', 'Ali', 'Naimi', 'Lfth', 'Mohammed', 'Julani', 'Muhammad'}",7246,98,match
12884,ISIL (Da'esh) and Al-Qaida,"{'Abd', 'Abdo', 'Jamal', 'Ahmad', 'Rahim', 'Ahmed', 'Abu', 'Al', 'Abduh', 'Mohammad', 'Kashif', 'Abdu', 'Kashef', 'Muhammad', 'Riyadh'}","{'Abd', 'Abdo', 'Jamal', 'Ahmad', 'Rahim', 'Ahmed', 'Abu', 'Al', 'Abduh', 'Mohammad', 'Kashif', 'Abdu', 'Gamal', 'Kashef', 'Muhammad', 'Riyadh'}",7250,96,match
12886,ISIL (Da'esh) and Al-Qaida,"{'Ennouini', 'Lahbous', 'Hassan', 'Hocine', 'Mohamed'}","{'Ennouini', 'Lahbous', 'Hassan', 'Hocine', 'Mohamed'}",7251,100,match
12890,ISIL (Da'esh) and Al-Qaida,"{'Musalli', 'Dirnawi', 'Hamid', 'Abdullah', 'Darnawi', 'Abu', 'Al', 'Hamza', 'Darnavi', 'Hamzah', 'Masli', 'Muhammad', 'Abd'}","{'Musalli', 'Dirnawi', 'Abdullah', 'Darnawi', 'Masli', 'Abu', 'Al', 'Hamza', 'Darnavi', 'Hamzah', 'Hamid', 'Muhammad', 'Abd'}",7262,96,match
12891,Russia,"{'Janukovic', 'Ianoukovytch', 'Wiktor', 'Yanukovych', 'Ianukovych', 'Janukovych', 'Fedorovytch', 'Janukovich', 'Fedorovyc', 'Janukovyc', 'Victor', 'Fedorovic', 'Yanukovich', 'Ianukovich', 'Viktor', 'Yanucovych', 'Anukovic', 'Fedorowytsch', 'Fedorovych', 'Fedorovich', 'Janukowytsch'}","{'Fedorovic', 'Viktor', 'Janukovic', 'Fedorovych', 'Fedorovici', 'Janukowycz', 'Janukovytj', 'Janukovyc', 'Wiktor', 'Fedorovytj', 'Janukovyts', 'Ianukovici', 'Yanukovych', 'Ianoukovitch'}",143351,95,match
12894,Global Human Rights,"{'Pavlovytch', 'Pschonka', 'Psonka', 'Viktor', 'Pshonka', 'Pawlowytsch', 'Pchonka', 'Pshonca', 'Pavlovic', 'Wiktor', 'Victor', 'Pavlovyc', 'Pavlovych', 'Pavlovich'}","{'Vodolatsky', 'Viktor', 'Petrovitj', 'Vodolatskij', 'Petrovich'}",7462,50,not match
12912,Russia,"{'Aleekseevich', 'Viktor', 'Alekseevich', 'Ozerov'}","{'Aleksejevitj', 'Viktor', 'Alekseevich', 'Ozerov'}",7289,100,match
12913,Russia,"{'Dzhabarov', 'Vladimir', 'Michailovich'}","{'Vladimir', 'Michajlovitj', 'Dzjabarov', 'Dzhabarov', 'Michailovich'}",7290,100,match
12914,Russia,"{'Klishas', 'Aleksandrovich', 'Andrei'}","{'Klishas', 'Andrej', 'Aleksandrovitj', 'Klisjas', 'Andrei', 'Aleksandrovich'}",7291,100,match
12915,Russia,"{'Ivanovich', 'Nikolai', 'Ryzhkov'}","{'Ryzjkov', 'Nikolai', 'Ivanovitj', 'Ryzkov', 'Ivanovic', 'Ivanovich', 'Ryzhkov', 'Nikolaj'}",7292,100,match
12917,Russia,"{'Aleksandr', 'Borisovich', 'Totoonov'}","{'Totoonow', 'Borisovich', 'Aleksandr', 'Totoonov', 'Borisovitj'}",7294,100,match
12919,Russia,"{'Mironov', 'Sergei', 'Mikhailovich'}","{'Mikhailovich', 'Mironov', 'Michajlovitj', 'Sergei', 'Sergej'}",7296,100,match
12920,Russia,"{'Zheleznyak', 'Sergei', 'Vladimirovich'}","{'Vladimirovich', 'Zheleznyak', 'Vladimirovitj', 'Sergej', 'Sergei', 'Zjeleznjak'}",7297,100,match
12921,Russia,"{'Slutski', 'Leonid', 'Eduardovich', 'Slutsky'}","{'Slutski', 'Slutskij', 'Eduardovich', 'Leonid', 'Eduardovitj'}",7298,100,match
12922,Russia,"{'Valeryevich', 'Valerievich', 'Serhiy', 'Aksonov', 'Aksyonov', 'Sergei', 'Sergiy', 'Valeriyovych', 'Aksenov', 'Valeriyovich', 'Sergey'}","{'Valeriyovych', 'Valeryevich', 'Valerievich', 'Aksenov', 'Aksionov', 'Valerjevitj', 'Aksjonov', 'Valerijovytj', 'Sergej', 'Onov', 'Serhiy', 'Siergiej', 'Aks', 'Aksyonov', 'Sergei', 'Valeriiovich', 'Serhij', 'Sergey', 'Aksjonow', 'Sergii'}",7281,100,match
12923,Russia,"{'Vladimir', 'Andreevich', 'Andriyovych', 'Volodymyr', 'Konstantinov'}","{'Wladimir', 'Vladimir', 'Andreevich', 'Andriyovych', 'Konstantynow', 'Volodymyr', 'Volodomyr', 'Konstantinov', 'Andrijovytj', 'Konstantynov', 'Andrejevitj'}",7282,100,match
12924,Russia,"{'Ilmyrovych', 'Temirhaliiev', 'Rustam', 'Ilmirovich', 'Temirgaliev'}","{'Ilmyrovych', 'Ilmirovitj', 'Temirhaliiev', 'Temirhalijev', 'Rustam', 'Temirgalijev', 'Ilmyrovytj', 'Ilmirovich', 'Temirgaliev'}",7283,100,match
12925,Russia,"{'Denis', 'Valentinovich', 'Berezovsky', 'Valentynovych', 'Berezovskiy', 'Berezocskiy', 'Denys'}","{'Valentinovitj', 'Beresovskyj', 'Berezovskij', 'Valentinovich', 'Berezovskyy', 'Denis', 'Walentinowitsch', 'Valentynovych', 'Kii', 'Berezovs', 'Berezovskiy', 'Berezovskii', 'Beresowski', 'Valentynovytj', 'Denys'}",7284,99,match
12926,Russia,"{'Mikhailovich', 'Oleksiy', 'Chalyy', 'Chaliy', 'Mykhaylovych', 'Aleksei'}","{'Mychajlovytj', 'Mikhailovich', 'Oleksiy', 'Chalyy', 'Chaliy', 'Aleksej', 'Tjalyj', 'Oleksij', 'Michajlovitj', 'Mykhaylovych', 'Aleksei'}",7285,100,match
12927,Russia,"{'Anatoliyovych', 'Zyma', 'Pyotr', 'Petro', 'Zima'}","{'Anatol', 'Anatoliyovych', 'Evich', 'Zyma', 'Pyotr', 'Petro', 'Piotr', 'Anatoliiovich', 'Zima'}",7286,97,match
12929,Russia,"{'Serhiy', 'Tsekov', 'Sergei', 'Sergey', 'Pavlovych'}","{'Siergiej', 'Serhiy', 'Tsekov', 'Pavlovitj', 'Sergej', 'Pavlovytj', 'Cekow', 'Serhij', 'Sergey', 'Cekov', 'Pavlovych'}",7288,100,match
12930,Russia,"{'Aleksandr', 'Vitko', 'Viktorovich'}","{'Viktorovitj', 'Aleksandr', 'Vitko', 'Viktorovich'}",7299,99,match
12931,Russia,"{'Alekseevich', 'Anatoliy', 'Sidorov'}","{'Alekseevich', 'Anatolii', 'Anatoliy', 'Sidorov'}",7300,100,match
12932,Russia,"{'Aleksandr', 'Galkin', 'Viktorovich'}","{'Galkin', 'Viktorovich', 'Aleksandr'}",7301,100,match
12933,Russia,"{'Hryhorovych', 'Mikhail', 'Mykhaylo', 'Mykhalyo', 'Malyshev', 'Grigoryevich'}","{'Grigorjevitj', 'Mychajlo', 'Hryhorovych', 'Grigorovich', 'Malysjev', 'Grigorievich', 'Michail', 'Mykhaylo', 'Mikhail', 'Malishev', 'Mikhailo', 'Malyshev', 'Hryhorovytj'}",7310,99,match
12935,Russia,"{'Rogozin', 'Dmitry', 'Olegovich'}","{'Rogozin', 'Dmitry', 'Olegovitj', 'Dmitrij', 'Olegovich'}",7302,100,match
12936,Russia,"{'Yurievich', 'Sergey', 'Glazyev'}","{'Yurievich', 'Glazyev', 'Jurjevitj', 'Glaziev', 'Sergej', 'Sergey'}",7303,100,match
12937,Russia,"{'Yurievich', 'Vladislav', 'Surkov'}","{'Yurievich', 'Jurjevitj', 'Vladislav', 'Surkov'}",7309,100,match
12938,Russia,"{'Igor', 'Mykolayovich', 'Nikoolaevich', 'Turchenyuk'}","{'Mykolayovich', 'Igor', 'Nikolaevich', 'Nikolajevitj', 'Turtjenjuk', 'Turchenyuk'}",7312,99,match
12939,Russia,"{'Mihailovich', 'Alexander', 'Nosatov'}","{'Mikhailovich', 'Michajlovitj', 'Aleksandr', 'Nosatov', 'Mihailovich', 'Alexander'}",7307,100,match
12940,Russia,"{'Valery', 'Kulikov', 'Vladimirovich'}","{'Valerij', 'Vladimirovich', 'Valerii', 'Vladimirovitj', 'Valery', 'Kulikov'}",7308,100,match
12941,Russia,"{'Mizulina', 'Borisovna', 'Dmitriyeva', 'Elena'}","{'Jelena', 'Dmitriyeva', 'Dmitrijeva', 'Borisovna', 'Mizulina', 'Elena'}",7313,99,match
12942,Russia,"{'Sergei', 'Evgenevich', 'Naryshkin', 'Evegenevich'}","{'Evgenevich', 'Jevgenjevitj', 'Naryshkin', 'Evich', 'Sergej', 'Sergei', 'Narysjkin', 'Evgen'}",7305,100,match
12943,Russia,"{'Ivanovna', 'Tyutina', 'Ivanova', 'Matviyenko', 'Valentina'}","{'Ivanovna', 'Tyutina', 'Ivanova', 'Tiutina', 'Matvijenko', 'Matviyenko', 'Valentina'}",7304,100,match
12944,Russia,"{'Kiselyov', 'Dmitry', 'Dmitrii', 'Konstantinovich', 'Kiselev'}","{'Kiselyov', 'Dmitry', 'Dmitrii', 'Konstantinovich', 'Kiselev', 'Kiseliov'}",7306,100,match
12950,Russia,"{'Nikolayevich', 'Kozak', 'Dmitry'}","{'Dmitry', 'Dmitrii', 'Nikolaevich', 'Kozak', 'Nikolajevitj', 'Dmitrij', 'Nikolayevich'}",7320,99,match
12951,Russia,"{'Yevgenyvich', 'Oleg', 'Belaventsev'}","{'Oleg', 'Belaventsev', 'Jevgenjevitj', 'Evich', 'Yevgenyvich', 'Evgen'}",7321,99,match
12952,Russia,"{'Savelyev', 'Oleg', 'Genrikhovich'}","{'Savelyev', 'Oleg', 'Genrikhovich'}",7322,99,match
12953,Russia,"{'Ivanovich', 'Sergei', 'Menyailo'}","{'Ivanovitj', 'Menyailo', 'Menjailo', 'Ivanovich', 'Sergei', 'Sergej', 'Menjajlo', 'Iwanowitsch'}",7323,100,match
12954,Russia,"{'Fedorovna', 'Kovitidi', 'Olga'}","{'Ga', 'Ol', 'Fiodorovna', 'Kovitidi', 'Fedorovna', 'Olga', 'Fjodorovna'}",7324,99,match
12956,Russia,"{'Ivanovich', 'Sergei', 'Sergey', 'Neverov'}","{'Ivanovich', 'Sergei', 'Neverov'}",7326,100,match
12958,Russia,"{'Valery', 'Gerasimov', 'Vasilevich'}","{'Valerij', 'Vasilevich', 'Gerasimov', 'Valery', 'Vasiljevitj'}",7328,100,match
12959,Russia,"{'Li', 'Prokopiv', 'Chol', 'German', 'Van', 'Herman'}","{'Li', 'Prokopiv', 'Chol', 'Van', 'Herman', 'German'}",7329,95,match
12961,Russia,"{'Yevhenovych', 'Yevgenovych', 'Andriy', 'Purgin', 'Purhin'}","{'Evgenevich', 'Purgin', 'Evich', 'Evgen', 'Ievgenovich', 'Andrii', 'Andriy', 'Andrei', 'Yevhenovych', 'Purhin'}",7331,100,match
12962,Russia,"{'Volodymrovych', 'Volodymyrovych', 'Denis', 'Vladimirovich', 'Pushilin', 'Pushylin', 'Denys'}","{'Volodymyrovych', 'Denis', 'Vladimirovich', 'Pushilin', 'Pusjilin', 'Volodomyrovytj', 'Pusjylin', 'Vladimirovitj', 'Pushylin', 'Denys'}",7332,99,match
12963,Russia,"{'Serhiy', 'Hennadiyovych', 'Tsyplakov', 'Sergey', 'Gennadevich'}","{'Sergey', 'Hennadiyovych', 'Tsyplakov', 'Evich', 'Sergei', 'Gennad', 'Tsiplakov', 'Serhiy', 'Gennadiiovich', 'Gennadevich', 'Sergii'}",7333,100,match
12964,Russia,"{'Girkin', 'Strielkov', 'Igor', 'Ihor', 'Vsevolodovich', 'Shooter', 'Strelkov'}","{'Vsevolodovitj', 'Girkin', 'Strielkov', 'Igor', 'Ihor', 'Vsevolodovich', 'Strelkov'}",7334,94,match
12965,Russia,"{'Vyacheslav', 'Viktorovich', 'Volodin'}","{'Viktorovitj', 'Volodin', 'Vjatjeslav', 'Vyacheslav', 'Viktorovich'}",7335,100,match
12966,Russia,"{'Vladimir', 'Shamanov', 'Anatolievich'}","{'Vladimir', 'Shamanov', 'Sjamanov', 'Anatoljevitj', 'Anatolievich'}",7336,100,match
12967,Russia,"{'Konstantin', 'Pligin', 'Vladimir', 'Malofeyev', 'Nikolaevich'}","{'Pligin', 'Vladimir', 'Nikolajevitj', 'Nikolaevich'}",7337,90,match
12968,Russia,"{'Yarosh', 'Grigorovich', 'Grigorievich', 'Jarosh', 'Iarosh', 'Petro', 'Petr', 'Hryyhorovych'}","{'Hryhorovych', 'Yarosh', 'Grigorovich', 'Grigorievich', 'Jarosh', 'Evich', 'Grigor', 'Iarosh', 'Petr', 'Petro'}",7338,99,match
12969,Russia,"{'Oleg', 'Hryhorovych', 'Kozyura', 'Grigorievich', 'Oleh', 'Kozura'}","{'Grigorjevitj', 'Oleg', 'Hryhorovych', 'Grigorovich', 'Kozyura', 'Grigorievich', 'Evich', 'Kosjura', 'Grigorjewitsch', 'Koziura', 'Grigor', 'Oleh', 'Hryhorovytj'}",7339,99,match
12970,Russia,"{'Ponomaryov', 'Vladimirovich', 'Viacheslav', 'Ponomariov', 'Volodymyrovich', 'Vyacheslav', 'Ponomarev'}","{'Ponomaryov', 'Ov', 'V', 'Ponomar', 'Vladimirovich', 'Viacheslav', 'Ponomariov', 'Iacheslav', 'Volodymyrovich', 'Volodimirovich', 'Vyacheslav', 'Ponomarev'}",7340,100,match
12971,Russia,"{'Beregovoy', 'Igor', 'Ihor', 'Bezler', 'Nikolaevich', 'Nikoalevich', 'Mykolayovych'}","{'Mykolayovich', 'Igor', 'Nikolaevich', 'Nikolajevitj', 'Turtjenjuk', 'Turchenyuk'}",7312,88,match
12972,Russia,"{'Kakidzianov', 'Khakimzian', 'Evgenevich', 'Igor', 'Ihor', 'Evegenevich', 'Kakidzyanov', 'Khakimzyanc', 'Khakimzyanov', 'Yevhenovych', 'Khakimzianov'}","{'Evgenevich', 'Kakidzianov', 'Igor', 'Ihor', 'Evich', 'Evgen', 'Ievgenovich', 'Evegenevich', 'Kakidzyanov', 'Khakimzyanov', 'Yevhenovych', 'Khakimzianov'}",7342,94,match
12973,Russia,"{'Oleg', 'Anatolevich', 'Anatoliyovych', 'Tsariov', 'Oleh', 'Tsaryov', 'Tsarov'}","{'Oleg', 'Anatolevich', 'Anatoliyovych', 'Tsarjov', 'Anatoljevitj', 'Tsariov', 'Oleh', 'Tsaryov', 'Anatolijovytj', 'Tsarov'}",7343,99,match
